觀測站ID,觀測站,觀測站英文,日期,時間,年份,月份,日,時,雨量(mm),原始值
466881,新北,New Taipei,2024-03-02,19:00:00,2024,3,2,19,0.1,T
466881,新北,New Taipei,2024-03-02,20:00:00,2024,3,2,20,0.5,0.5
466881,新北,New Taipei,2024-03-02,21:00:00,2024,3,2,21,0.5,0.5
466881,新北,New Taipei,2024-03-02,22:00:00,2024,3,2,22,0.5,0.5
466881,新北,New Taipei,2024-03-02,23:00:00,2024,3,2,23,0.1,T
466881,新北,New Taipei,2024-03-03,00:00:00,2024,3,3,0,0.5,0.5
466881,新北,New Taipei,2024-03-03,01:00:00,2024,3,3,1,0.1,T
466881,新北,New Taipei,2024-03-03,03:00:00,2024,3,3,3,0.1,T
466881,新北,New Taipei,2024-03-03,04:00:00,2024,3,3,4,0.1,T
466881,新北,New Taipei,2024-03-03,05:00:00,2024,3,3,5,0.5,0.5
466881,新北,New Taipei,2024-03-03,13:00:00,2024,3,3,13,0.1,T
466881,新北,New Taipei,2024-03-03,14:00:00,2024,3,3,14,0.1,T
466881,新北,New Taipei,2024-03-03,15:00:00,2024,3,3,15,0.1,T
466881,新北,New Taipei,2024-03-03,16:00:00,2024,3,3,16,0.1,T
466881,新北,New Taipei,2024-03-06,09:00:00,2024,3,6,9,0.1,T
466881,新北,New Taipei,2024-03-06,10:00:00,2024,3,6,10,0.1,T
466881,新北,New Taipei,2024-03-06,11:00:00,2024,3,6,11,0.1,T
466881,新北,New Taipei,2024-03-06,12:00:00,2024,3,6,12,0.1,T
466881,新北,New Taipei,2024-03-06,13:00:00,2024,3,6,13,0.1,T
466881,新北,New Taipei,2024-03-06,17:00:00,2024,3,6,17,0.1,T
466881,新北,New Taipei,2024-03-06,18:00:00,2024,3,6,18,0.5,0.5
466881,新北,New Taipei,2024-03-06,19:00:00,2024,3,6,19,0.1,T
466881,新北,New Taipei,2024-03-06,20:00:00,2024,3,6,20,0.1,T
466881,新北,New Taipei,2024-03-06,21:00:00,2024,3,6,21,0.5,0.5
466881,新北,New Taipei,2024-03-06,22:00:00,2024,3,6,22,0.1,T
466881,新北,New Taipei,2024-03-06,23:00:00,2024,3,6,23,0.5,0.5
466881,新北,New Taipei,2024-03-07,00:00:00,2024,3,7,0,0.1,T
466881,新北,New Taipei,2024-03-07,01:00:00,2024,3,7,1,1.0,1.0
466881,新北,New Taipei,2024-03-07,02:00:00,2024,3,7,2,0.5,0.5
466881,新北,New Taipei,2024-03-07,03:00:00,2024,3,7,3,0.1,T
466881,新北,New Taipei,2024-03-07,04:00:00,2024,3,7,4,0.5,0.5
466881,新北,New Taipei,2024-03-07,05:00:00,2024,3,7,5,3.5,3.5
466881,新北,New Taipei,2024-03-07,06:00:00,2024,3,7,6,7.5,7.5
466881,新北,New Taipei,2024-03-07,07:00:00,2024,3,7,7,2.5,2.5
466881,新北,New Taipei,2024-03-07,08:00:00,2024,3,7,8,0.5,0.5
466881,新北,New Taipei,2024-03-07,09:00:00,2024,3,7,9,0.1,T
466881,新北,New Taipei,2024-03-07,10:00:00,2024,3,7,10,0.5,0.5
466881,新北,New Taipei,2024-03-07,22:00:00,2024,3,7,22,0.1,T
466881,新北,New Taipei,2024-03-08,00:00:00,2024,3,8,0,0.1,T
466881,新北,New Taipei,2024-03-08,01:00:00,2024,3,8,1,0.1,T
466881,新北,New Taipei,2024-03-09,11:00:00,2024,3,9,11,0.1,T
466881,新北,New Taipei,2024-03-09,12:00:00,2024,3,9,12,0.1,T
466881,新北,New Taipei,2024-03-09,15:00:00,2024,3,9,15,0.1,T
466881,新北,New Taipei,2024-03-10,07:00:00,2024,3,10,7,0.1,T
466881,新北,New Taipei,2024-03-11,00:00:00,2024,3,11,0,0.1,T
466881,新北,New Taipei,2024-03-11,01:00:00,2024,3,11,1,0.1,T
466881,新北,New Taipei,2024-03-11,03:00:00,2024,3,11,3,0.1,T
466881,新北,New Taipei,2024-03-11,04:00:00,2024,3,11,4,0.1,T
466881,新北,New Taipei,2024-03-11,10:00:00,2024,3,11,10,0.1,T
466881,新北,New Taipei,2024-03-11,11:00:00,2024,3,11,11,0.1,T
466881,新北,New Taipei,2024-03-11,12:00:00,2024,3,11,12,0.1,T
466881,新北,New Taipei,2024-03-11,13:00:00,2024,3,11,13,0.1,T
466881,新北,New Taipei,2024-03-11,14:00:00,2024,3,11,14,1.5,1.5
466881,新北,New Taipei,2024-03-11,15:00:00,2024,3,11,15,0.5,0.5
466881,新北,New Taipei,2024-03-11,16:00:00,2024,3,11,16,0.1,T
466881,新北,New Taipei,2024-03-11,17:00:00,2024,3,11,17,1.0,1.0
466881,新北,New Taipei,2024-03-11,18:00:00,2024,3,11,18,3.5,3.5
466881,新北,New Taipei,2024-03-11,19:00:00,2024,3,11,19,7.0,7.0
466881,新北,New Taipei,2024-03-11,20:00:00,2024,3,11,20,2.5,2.5
466881,新北,New Taipei,2024-03-11,21:00:00,2024,3,11,21,3.0,3.0
466881,新北,New Taipei,2024-03-11,22:00:00,2024,3,11,22,3.0,3.0
466881,新北,New Taipei,2024-03-11,23:00:00,2024,3,11,23,2.0,2.0
466881,新北,New Taipei,2024-03-12,00:00:00,2024,3,12,0,2.0,2.0
466881,新北,New Taipei,2024-03-12,01:00:00,2024,3,12,1,1.5,1.5
466881,新北,New Taipei,2024-03-12,02:00:00,2024,3,12,2,1.0,1.0
466881,新北,New Taipei,2024-03-12,03:00:00,2024,3,12,3,0.5,0.5
466881,新北,New Taipei,2024-03-12,04:00:00,2024,3,12,4,0.5,0.5
466881,新北,New Taipei,2024-03-15,11:00:00,2024,3,15,11,0.1,T
466881,新北,New Taipei,2024-03-15,12:00:00,2024,3,15,12,0.1,T
466881,新北,New Taipei,2024-03-15,13:00:00,2024,3,15,13,0.1,T
466881,新北,New Taipei,2024-03-15,14:00:00,2024,3,15,14,0.1,T
466881,新北,New Taipei,2024-03-15,15:00:00,2024,3,15,15,0.1,T
466881,新北,New Taipei,2024-03-15,16:00:00,2024,3,15,16,0.1,T
466881,新北,New Taipei,2024-03-15,17:00:00,2024,3,15,17,0.1,T
466881,新北,New Taipei,2024-03-15,18:00:00,2024,3,15,18,0.1,T
466881,新北,New Taipei,2024-03-15,19:00:00,2024,3,15,19,0.1,T
466881,新北,New Taipei,2024-03-15,20:00:00,2024,3,15,20,0.1,T
466881,新北,New Taipei,2024-03-19,01:00:00,2024,3,19,1,0.1,T
466881,新北,New Taipei,2024-03-19,02:00:00,2024,3,19,2,0.1,T
466881,新北,New Taipei,2024-03-19,03:00:00,2024,3,19,3,0.1,T
466881,新北,New Taipei,2024-03-19,04:00:00,2024,3,19,4,0.1,T
466881,新北,New Taipei,2024-03-19,05:00:00,2024,3,19,5,0.1,T
466881,新北,New Taipei,2024-03-19,06:00:00,2024,3,19,6,4.0,4.0
466881,新北,New Taipei,2024-03-19,07:00:00,2024,3,19,7,0.5,0.5
466881,新北,New Taipei,2024-03-19,08:00:00,2024,3,19,8,0.1,T
466881,新北,New Taipei,2024-03-19,09:00:00,2024,3,19,9,0.1,T
466881,新北,New Taipei,2024-03-19,10:00:00,2024,3,19,10,0.1,T
466881,新北,New Taipei,2024-03-19,11:00:00,2024,3,19,11,0.1,T
466881,新北,New Taipei,2024-03-19,12:00:00,2024,3,19,12,0.5,0.5
466881,新北,New Taipei,2024-03-19,13:00:00,2024,3,19,13,0.1,T
466881,新北,New Taipei,2024-03-26,08:00:00,2024,3,26,8,0.1,T
466881,新北,New Taipei,2024-03-26,09:00:00,2024,3,26,9,0.5,0.5
466881,新北,New Taipei,2024-03-26,10:00:00,2024,3,26,10,0.1,T
466881,新北,New Taipei,2024-03-26,13:00:00,2024,3,26,13,0.1,T
466881,新北,New Taipei,2024-03-28,07:00:00,2024,3,28,7,0.1,T
466881,新北,New Taipei,2024-03-28,11:00:00,2024,3,28,11,0.5,0.5
466881,新北,New Taipei,2024-03-28,12:00:00,2024,3,28,12,0.1,T
466881,新北,New Taipei,2024-03-30,06:00:00,2024,3,30,6,0.1,T
466881,新北,New Taipei,2024-03-30,07:00:00,2024,3,30,7,0.1,T
466881,新北,New Taipei,2024-03-30,08:00:00,2024,3,30,8,1.5,1.5
466881,新北,New Taipei,2024-03-30,09:00:00,2024,3,30,9,0.1,T
466881,新北,New Taipei,2024-03-30,10:00:00,2024,3,30,10,0.5,0.5
466881,新北,New Taipei,2024-03-30,11:00:00,2024,3,30,11,0.1,T
466881,新北,New Taipei,2024-03-30,20:00:00,2024,3,30,20,0.1,T
466881,新北,New Taipei,2024-03-31,08:00:00,2024,3,31,8,6.5,6.5
466881,新北,New Taipei,2024-03-31,09:00:00,2024,3,31,9,2.5,2.5
466881,新北,New Taipei,2024-03-31,14:00:00,2024,3,31,14,0.5,0.5
466881,新北,New Taipei,2024-03-31,15:00:00,2024,3,31,15,0.1,T
466881,新北,New Taipei,2024-03-31,17:00:00,2024,3,31,17,5.5,5.5
466881,新北,New Taipei,2024-03-31,18:00:00,2024,3,31,18,0.1,T
466881,新北,New Taipei,2024-03-31,19:00:00,2024,3,31,19,5.0,5.0
466881,新北,New Taipei,2024-03-31,21:00:00,2024,3,31,21,0.5,0.5
466881,新北,New Taipei,2024-04-01,01:00:00,2024,4,1,1,5.0,5.0
466881,新北,New Taipei,2024-04-01,02:00:00,2024,4,1,2,1.0,1.0
466881,新北,New Taipei,2024-04-01,03:00:00,2024,4,1,3,1.5,1.5
466881,新北,New Taipei,2024-04-01,04:00:00,2024,4,1,4,1.5,1.5
466881,新北,New Taipei,2024-04-01,20:00:00,2024,4,1,20,0.1,T
466881,新北,New Taipei,2024-04-02,02:00:00,2024,4,2,2,0.1,T
466881,新北,New Taipei,2024-04-04,14:00:00,2024,4,4,14,0.1,T
466881,新北,New Taipei,2024-04-04,15:00:00,2024,4,4,15,10.0,10.0
466881,新北,New Taipei,2024-04-04,16:00:00,2024,4,4,16,0.1,T
466881,新北,New Taipei,2024-04-04,23:00:00,2024,4,4,23,0.1,T
466881,新北,New Taipei,2024-04-05,00:00:00,2024,4,5,0,1.5,1.5
466881,新北,New Taipei,2024-04-05,01:00:00,2024,4,5,1,0.1,T
466881,新北,New Taipei,2024-04-05,07:00:00,2024,4,5,7,0.1,T
466881,新北,New Taipei,2024-04-06,04:00:00,2024,4,6,4,0.1,T
466881,新北,New Taipei,2024-04-06,05:00:00,2024,4,6,5,0.1,T
466881,新北,New Taipei,2024-04-06,06:00:00,2024,4,6,6,0.1,T
466881,新北,New Taipei,2024-04-06,07:00:00,2024,4,6,7,0.1,T
466881,新北,New Taipei,2024-04-06,15:00:00,2024,4,6,15,1.0,1.0
466881,新北,New Taipei,2024-04-06,16:00:00,2024,4,6,16,0.1,T
466881,新北,New Taipei,2024-04-06,19:00:00,2024,4,6,19,0.1,T
466881,新北,New Taipei,2024-04-06,20:00:00,2024,4,6,20,0.1,T
466881,新北,New Taipei,2024-04-06,21:00:00,2024,4,6,21,0.1,T
466881,新北,New Taipei,2024-04-07,04:00:00,2024,4,7,4,0.1,T
466881,新北,New Taipei,2024-04-07,05:00:00,2024,4,7,5,1.0,1.0
466881,新北,New Taipei,2024-04-07,06:00:00,2024,4,7,6,0.5,0.5
466881,新北,New Taipei,2024-04-07,07:00:00,2024,4,7,7,1.0,1.0
466881,新北,New Taipei,2024-04-07,08:00:00,2024,4,7,8,0.1,T
466881,新北,New Taipei,2024-04-07,09:00:00,2024,4,7,9,0.5,0.5
466881,新北,New Taipei,2024-04-07,18:00:00,2024,4,7,18,0.1,T
466881,新北,New Taipei,2024-04-08,03:00:00,2024,4,8,3,0.1,T
466881,新北,New Taipei,2024-04-08,09:00:00,2024,4,8,9,0.1,T
466881,新北,New Taipei,2024-04-08,10:00:00,2024,4,8,10,0.1,T
466881,新北,New Taipei,2024-04-08,11:00:00,2024,4,8,11,0.5,0.5
466881,新北,New Taipei,2024-04-08,12:00:00,2024,4,8,12,0.1,T
466881,新北,New Taipei,2024-04-08,13:00:00,2024,4,8,13,2.0,2.0
466881,新北,New Taipei,2024-04-08,17:00:00,2024,4,8,17,0.5,0.5
466881,新北,New Taipei,2024-04-08,18:00:00,2024,4,8,18,1.0,1.0
466881,新北,New Taipei,2024-04-08,19:00:00,2024,4,8,19,0.1,T
466881,新北,New Taipei,2024-04-08,20:00:00,2024,4,8,20,1.0,1.0
466881,新北,New Taipei,2024-04-08,21:00:00,2024,4,8,21,1.0,1.0
466881,新北,New Taipei,2024-04-08,22:00:00,2024,4,8,22,2.0,2.0
466881,新北,New Taipei,2024-04-08,23:00:00,2024,4,8,23,1.0,1.0
466881,新北,New Taipei,2024-04-09,00:00:00,2024,4,9,0,0.5,0.5
466881,新北,New Taipei,2024-04-09,03:00:00,2024,4,9,3,0.1,T
466881,新北,New Taipei,2024-04-09,04:00:00,2024,4,9,4,0.1,T
466881,新北,New Taipei,2024-04-09,06:00:00,2024,4,9,6,0.1,T
466881,新北,New Taipei,2024-04-09,07:00:00,2024,4,9,7,0.1,T
466881,新北,New Taipei,2024-04-09,08:00:00,2024,4,9,8,1.0,1.0
466881,新北,New Taipei,2024-04-09,09:00:00,2024,4,9,9,2.0,2.0
466881,新北,New Taipei,2024-04-09,10:00:00,2024,4,9,10,0.1,T
466881,新北,New Taipei,2024-04-09,11:00:00,2024,4,9,11,0.1,T
466881,新北,New Taipei,2024-04-09,12:00:00,2024,4,9,12,3.0,3.0
466881,新北,New Taipei,2024-04-09,13:00:00,2024,4,9,13,0.5,0.5
466881,新北,New Taipei,2024-04-09,14:00:00,2024,4,9,14,0.1,T
466881,新北,New Taipei,2024-04-09,15:00:00,2024,4,9,15,1.0,1.0
466881,新北,New Taipei,2024-04-09,16:00:00,2024,4,9,16,0.1,T
466881,新北,New Taipei,2024-04-09,17:00:00,2024,4,9,17,1.5,1.5
466881,新北,New Taipei,2024-04-09,18:00:00,2024,4,9,18,0.5,0.5
466881,新北,New Taipei,2024-04-09,20:00:00,2024,4,9,20,0.1,T
466881,新北,New Taipei,2024-04-09,23:00:00,2024,4,9,23,0.5,0.5
466881,新北,New Taipei,2024-04-10,00:00:00,2024,4,10,0,0.1,T
466881,新北,New Taipei,2024-04-10,01:00:00,2024,4,10,1,1.0,1.0
466881,新北,New Taipei,2024-04-10,04:00:00,2024,4,10,4,0.1,T
466881,新北,New Taipei,2024-04-10,05:00:00,2024,4,10,5,0.5,0.5
466881,新北,New Taipei,2024-04-10,06:00:00,2024,4,10,6,3.0,3.0
466881,新北,New Taipei,2024-04-10,07:00:00,2024,4,10,7,0.1,T
466881,新北,New Taipei,2024-04-10,09:00:00,2024,4,10,9,4.5,4.5
466881,新北,New Taipei,2024-04-10,10:00:00,2024,4,10,10,4.5,4.5
466881,新北,New Taipei,2024-04-10,11:00:00,2024,4,10,11,0.5,0.5
466881,新北,New Taipei,2024-04-10,12:00:00,2024,4,10,12,2.5,2.5
466881,新北,New Taipei,2024-04-10,13:00:00,2024,4,10,13,5.5,5.5
466881,新北,New Taipei,2024-04-10,14:00:00,2024,4,10,14,1.0,1.0
466881,新北,New Taipei,2024-04-18,07:00:00,2024,4,18,7,0.1,T
466881,新北,New Taipei,2024-04-18,08:00:00,2024,4,18,8,44.5,44.5
466881,新北,New Taipei,2024-04-18,09:00:00,2024,4,18,9,8.5,8.5
466881,新北,New Taipei,2024-04-18,10:00:00,2024,4,18,10,0.5,0.5
466881,新北,New Taipei,2024-04-18,11:00:00,2024,4,18,11,0.1,T
466881,新北,New Taipei,2024-04-19,17:00:00,2024,4,19,17,0.5,0.5
466881,新北,New Taipei,2024-04-19,18:00:00,2024,4,19,18,0.5,0.5
466881,新北,New Taipei,2024-04-19,19:00:00,2024,4,19,19,0.1,T
466881,新北,New Taipei,2024-04-19,20:00:00,2024,4,19,20,0.5,0.5
466881,新北,New Taipei,2024-04-20,20:00:00,2024,4,20,20,7.0,7.0
466881,新北,New Taipei,2024-04-20,21:00:00,2024,4,20,21,1.0,1.0
466881,新北,New Taipei,2024-04-22,12:00:00,2024,4,22,12,0.1,T
466881,新北,New Taipei,2024-04-22,13:00:00,2024,4,22,13,0.1,T
466881,新北,New Taipei,2024-04-22,17:00:00,2024,4,22,17,0.1,T
466881,新北,New Taipei,2024-04-22,18:00:00,2024,4,22,18,0.1,T
466881,新北,New Taipei,2024-04-23,04:00:00,2024,4,23,4,0.5,0.5
466881,新北,New Taipei,2024-04-23,06:00:00,2024,4,23,6,0.1,T
466881,新北,New Taipei,2024-04-23,07:00:00,2024,4,23,7,0.1,T
466881,新北,New Taipei,2024-04-24,00:00:00,2024,4,24,0,0.1,T
466881,新北,New Taipei,2024-04-24,01:00:00,2024,4,24,1,0.1,T
466881,新北,New Taipei,2024-04-24,02:00:00,2024,4,24,2,0.1,T
466881,新北,New Taipei,2024-04-24,03:00:00,2024,4,24,3,0.5,0.5
466881,新北,New Taipei,2024-04-24,04:00:00,2024,4,24,4,0.1,T
466881,新北,New Taipei,2024-04-24,05:00:00,2024,4,24,5,0.5,0.5
466881,新北,New Taipei,2024-04-24,06:00:00,2024,4,24,6,3.5,3.5
466881,新北,New Taipei,2024-04-24,07:00:00,2024,4,24,7,3.5,3.5
466881,新北,New Taipei,2024-04-24,08:00:00,2024,4,24,8,6.0,6.0
466881,新北,New Taipei,2024-04-24,09:00:00,2024,4,24,9,5.0,5.0
466881,新北,New Taipei,2024-04-24,10:00:00,2024,4,24,10,5.0,5.0
466881,新北,New Taipei,2024-04-24,11:00:00,2024,4,24,11,4.0,4.0
466881,新北,New Taipei,2024-04-24,12:00:00,2024,4,24,12,4.0,4.0
466881,新北,New Taipei,2024-04-24,13:00:00,2024,4,24,13,0.1,T
466881,新北,New Taipei,2024-04-24,14:00:00,2024,4,24,14,0.1,T
466881,新北,New Taipei,2024-04-24,15:00:00,2024,4,24,15,1.0,1.0
466881,新北,New Taipei,2024-04-24,16:00:00,2024,4,24,16,0.1,T
466881,新北,New Taipei,2024-04-24,17:00:00,2024,4,24,17,8.5,8.5
466881,新北,New Taipei,2024-04-24,18:00:00,2024,4,24,18,14.5,14.5
466881,新北,New Taipei,2024-04-24,19:00:00,2024,4,24,19,0.1,T
466881,新北,New Taipei,2024-04-25,06:00:00,2024,4,25,6,0.5,0.5
466881,新北,New Taipei,2024-04-25,07:00:00,2024,4,25,7,5.0,5.0
466881,新北,New Taipei,2024-04-25,14:00:00,2024,4,25,14,0.1,T
466881,新北,New Taipei,2024-04-25,15:00:00,2024,4,25,15,0.1,T
466881,新北,New Taipei,2024-04-25,17:00:00,2024,4,25,17,0.1,T
466881,新北,New Taipei,2024-04-25,18:00:00,2024,4,25,18,0.5,0.5
466881,新北,New Taipei,2024-04-25,19:00:00,2024,4,25,19,0.5,0.5
466881,新北,New Taipei,2024-04-25,20:00:00,2024,4,25,20,1.5,1.5
466881,新北,New Taipei,2024-04-25,21:00:00,2024,4,25,21,0.5,0.5
466881,新北,New Taipei,2024-04-25,22:00:00,2024,4,25,22,2.0,2.0
466881,新北,New Taipei,2024-04-25,23:00:00,2024,4,25,23,1.0,1.0
466881,新北,New Taipei,2024-04-26,00:00:00,2024,4,26,0,0.1,T
466881,新北,New Taipei,2024-04-26,01:00:00,2024,4,26,1,1.0,1.0
466881,新北,New Taipei,2024-04-26,02:00:00,2024,4,26,2,0.5,0.5
466881,新北,New Taipei,2024-04-26,12:00:00,2024,4,26,12,0.5,0.5
466881,新北,New Taipei,2024-04-26,13:00:00,2024,4,26,13,5.5,5.5
466881,新北,New Taipei,2024-04-26,14:00:00,2024,4,26,14,10.5,10.5
466881,新北,New Taipei,2024-04-26,15:00:00,2024,4,26,15,0.1,T
466881,新北,New Taipei,2024-04-27,16:00:00,2024,4,27,16,0.1,T
466881,新北,New Taipei,2024-04-27,18:00:00,2024,4,27,18,0.5,0.5
466881,新北,New Taipei,2024-04-27,19:00:00,2024,4,27,19,0.1,T
466881,新北,New Taipei,2024-04-27,20:00:00,2024,4,27,20,0.1,T
466881,新北,New Taipei,2024-04-27,21:00:00,2024,4,27,21,0.5,0.5
466881,新北,New Taipei,2024-04-27,22:00:00,2024,4,27,22,0.1,T
466881,新北,New Taipei,2024-04-27,23:00:00,2024,4,27,23,0.1,T
466881,新北,New Taipei,2024-04-28,01:00:00,2024,4,28,1,0.1,T
466881,新北,New Taipei,2024-04-28,05:00:00,2024,4,28,5,0.1,T
466881,新北,New Taipei,2024-04-28,08:00:00,2024,4,28,8,0.1,T
466881,新北,New Taipei,2024-04-28,09:00:00,2024,4,28,9,0.1,T
466881,新北,New Taipei,2024-04-28,10:00:00,2024,4,28,10,0.5,0.5
466881,新北,New Taipei,2024-04-28,11:00:00,2024,4,28,11,0.1,T
